,event_type,log_feature,volume,resource_type,severity_type
23625,event_type 23,feature 224,2,resource_type 7,severity_type 4
23626,event_type 11,feature 304,2,resource_type 6,severity_type 1
23627,event_type 11,feature 209,4,resource_type 4,severity_type 1
23628,event_type 11,feature 345,1,resource_type 7,severity_type 1
23629,event_type 23,feature 163,2,resource_type 4,severity_type 1
23630,event_type 14,feature 47,1,resource_type 4,severity_type 1
23631,event_type 44,feature 290,16,resource_type 2,severity_type 1
23632,event_type 35,feature 312,11,resource_type 2,severity_type 2
23633,event_type 15,feature 201,4,resource_type 2,severity_type 1
23634,event_type 11,feature 181,1,resource_type 8,severity_type 1
23635,event_type 23,feature 306,1,resource_type 7,severity_type 4
23636,event_type 35,feature 232,1,resource_type 2,severity_type 2
23637,event_type 15,feature 76,1,resource_type 8,severity_type 2
23638,event_type 35,feature 312,19,resource_type 8,severity_type 1
23639,event_type 13,feature 345,1,resource_type 6,severity_type 1
23640,event_type 10,feature 39,2,resource_type 3,severity_type 1
23641,event_type 54,feature 306,1,resource_type 7,severity_type 2
23642,event_type 35,feature 313,4,resource_type 2,severity_type 2
23643,event_type 11,feature 212,2,resource_type 3,severity_type 1
23644,event_type 11,feature 132,1,resource_type 9,severity_type 1
23645,event_type 34,feature 134,1,resource_type 2,severity_type 1
23646,event_type 27,feature 154,1,resource_type 9,severity_type 4
23647,event_type 15,feature 71,7,resource_type 8,severity_type 1
23648,event_type 11,feature 54,1,resource_type 8,severity_type 1
23649,event_type 34,feature 312,4,resource_type 2,severity_type 2
23650,event_type 11,feature 160,5,resource_type 8,severity_type 1
23651,event_type 20,feature 219,1,resource_type 2,severity_type 1
23652,event_type 43,feature 283,4,resource_type 2,severity_type 1
23653,event_type 11,feature 219,1,resource_type 2,severity_type 1
23654,event_type 35,feature 310,8,resource_type 2,severity_type 2
23655,event_type 15,feature 71,1,resource_type 8,severity_type 1
23656,event_type 15,feature 139,3,resource_type 1,severity_type 1
23657,event_type 11,feature 181,1,resource_type 8,severity_type 2
23658,event_type 20,feature 75,2,resource_type 2,severity_type 1
23659,event_type 13,feature 273,1,resource_type 10,severity_type 1
23660,event_type 11,feature 94,3,resource_type 8,severity_type 1
23661,event_type 11,feature 273,1,resource_type 8,severity_type 1
23662,event_type 15,feature 82,4,resource_type 8,severity_type 2
23663,event_type 35,feature 160,1,resource_type 8,severity_type 2
23664,event_type 11,feature 134,2,resource_type 2,severity_type 1
23665,event_type 35,feature 313,31,resource_type 2,severity_type 2
23666,event_type 35,feature 232,1,resource_type 2,severity_type 2
23667,event_type 15,feature 2,2,resource_type 8,severity_type 1
23668,event_type 11,feature 195,2,resource_type 8,severity_type 1
23669,event_type 34,feature 232,38,resource_type 2,severity_type 2
23670,event_type 11,feature 303,1,resource_type 4,severity_type 1
23671,event_type 11,feature 68,1,resource_type 8,severity_type 1
23672,event_type 50,feature 368,4,resource_type 2,severity_type 1
23673,event_type 35,feature 307,1,resource_type 8,severity_type 1
23674,event_type 34,feature 315,3,resource_type 2,severity_type 2
23675,event_type 35,feature 312,1,resource_type 2,severity_type 2
23676,event_type 11,feature 203,7,resource_type 8,severity_type 1
23677,event_type 15,feature 82,4,resource_type 8,severity_type 2
23678,event_type 35,feature 312,2,resource_type 2,severity_type 2
23679,event_type 35,feature 312,9,resource_type 2,severity_type 2
23680,event_type 35,feature 315,2,resource_type 2,severity_type 2
23681,event_type 11,feature 172,2,resource_type 8,severity_type 1
23682,event_type 11,feature 345,4,resource_type 8,severity_type 1
23683,event_type 35,feature 233,1,resource_type 2,severity_type 2
23684,event_type 35,feature 313,3,resource_type 2,severity_type 2
23685,event_type 13,feature 134,1,resource_type 4,severity_type 1
23686,event_type 11,feature 82,12,resource_type 8,severity_type 1
23687,event_type 15,feature 203,4,resource_type 8,severity_type 1
23688,event_type 35,feature 232,6,resource_type 2,severity_type 2
23689,event_type 13,feature 54,1,resource_type 8,severity_type 1
23690,event_type 22,feature 345,1,resource_type 2,severity_type 1
23691,event_type 15,feature 203,19,resource_type 8,severity_type 1
23692,event_type 35,feature 234,21,resource_type 2,severity_type 2
23693,event_type 11,feature 136,1,resource_type 8,severity_type 1
23694,event_type 42,feature 368,4,resource_type 2,severity_type 1
23695,event_type 11,feature 222,1,resource_type 7,severity_type 1
23696,event_type 35,feature 307,1,resource_type 2,severity_type 2
23697,event_type 14,feature 54,4,resource_type 4,severity_type 1
23698,event_type 35,feature 312,5,resource_type 2,severity_type 2
23699,event_type 11,feature 181,1,resource_type 8,severity_type 1
23700,event_type 34,feature 232,2,resource_type 2,severity_type 2
23701,event_type 35,feature 312,3,resource_type 2,severity_type 2
23702,event_type 35,feature 117,1,resource_type 2,severity_type 1
23703,event_type 11,feature 68,1,resource_type 8,severity_type 2
23704,event_type 11,feature 193,10,resource_type 8,severity_type 1
23705,event_type 15,feature 201,2,resource_type 8,severity_type 1
23706,event_type 23,feature 134,2,resource_type 8,severity_type 1
23707,event_type 10,feature 39,1,resource_type 3,severity_type 4
23708,event_type 27,feature 154,1,resource_type 9,severity_type 1
23709,event_type 34,feature 232,4,resource_type 2,severity_type 2
23710,event_type 34,feature 160,2,resource_type 2,severity_type 1
23711,event_type 34,feature 307,1,resource_type 2,severity_type 2
23712,event_type 35,feature 134,1,resource_type 2,severity_type 1
23713,event_type 34,feature 232,1,resource_type 2,severity_type 2
23714,event_type 11,feature 68,2,resource_type 8,severity_type 1
23715,event_type 34,feature 311,1,resource_type 2,severity_type 2
23716,event_type 11,feature 47,4,resource_type 8,severity_type 1
23717,event_type 11,feature 170,9,resource_type 8,severity_type 1
23718,event_type 11,feature 80,5,resource_type 8,severity_type 1
23719,event_type 15,feature 56,205,resource_type 8,severity_type 1
23720,event_type 54,feature 203,5,resource_type 8,severity_type 1
23721,event_type 35,feature 232,1,resource_type 2,severity_type 1
23722,event_type 35,feature 316,2,resource_type 2,severity_type 2
23723,event_type 35,feature 312,68,resource_type 2,severity_type 2
23724,event_type 53,feature 219,1,resource_type 2,severity_type 1
23725,event_type 35,feature 314,18,resource_type 2,severity_type 2
23726,event_type 13,feature 68,4,resource_type 8,severity_type 1
23727,event_type 15,feature 80,9,resource_type 8,severity_type 1
23728,event_type 11,feature 134,1,resource_type 8,severity_type 1
23729,event_type 11,feature 191,2,resource_type 8,severity_type 1
23730,event_type 11,feature 204,2,resource_type 8,severity_type 1
23731,event_type 11,feature 39,3,resource_type 8,severity_type 1
23732,event_type 35,feature 301,1,resource_type 2,severity_type 2
23733,event_type 11,feature 156,1,resource_type 8,severity_type 1
23734,event_type 35,feature 308,2,resource_type 2,severity_type 2
23735,event_type 34,feature 310,23,resource_type 2,severity_type 2
23736,event_type 35,feature 312,116,resource_type 2,severity_type 2
23737,event_type 35,feature 227,2,resource_type 2,severity_type 2
23738,event_type 11,feature 273,1,resource_type 8,severity_type 1
23739,event_type 14,feature 190,1,resource_type 6,severity_type 1
23740,event_type 34,feature 312,8,resource_type 2,severity_type 2
23741,event_type 18,feature 261,2,resource_type 8,severity_type 1
23742,event_type 34,feature 233,1,resource_type 2,severity_type 2
23743,event_type 34,feature 312,2,resource_type 2,severity_type 2
23744,event_type 15,feature 82,12,resource_type 8,severity_type 2
23745,event_type 35,feature 233,3,resource_type 2,severity_type 2
23746,event_type 34,feature 312,96,resource_type 2,severity_type 2
23747,event_type 20,feature 134,1,resource_type 8,severity_type 1
23748,event_type 20,feature 134,1,resource_type 8,severity_type 1
23749,event_type 22,feature 197,6,resource_type 7,severity_type 2
23750,event_type 35,feature 230,1,resource_type 2,severity_type 2
23751,event_type 50,feature 375,2,resource_type 2,severity_type 1
23752,event_type 35,feature 227,3,resource_type 2,severity_type 2
23753,event_type 11,feature 134,1,resource_type 7,severity_type 1
23754,event_type 43,feature 378,23,resource_type 2,severity_type 1
23755,event_type 23,feature 68,1,resource_type 7,severity_type 1
23756,event_type 13,feature 179,1,resource_type 6,severity_type 1
23757,event_type 34,feature 313,1,resource_type 2,severity_type 2
23758,event_type 34,feature 312,1,resource_type 2,severity_type 2
23759,event_type 15,feature 198,4,resource_type 8,severity_type 1
23760,event_type 11,feature 170,149,resource_type 8,severity_type 1
23761,event_type 44,feature 375,10,resource_type 2,severity_type 1
23762,event_type 20,feature 301,1,resource_type 2,severity_type 1
23763,event_type 35,feature 232,2,resource_type 2,severity_type 2
23764,event_type 20,feature 219,1,resource_type 2,severity_type 1
23765,event_type 13,feature 164,1,resource_type 4,severity_type 1
23766,event_type 34,feature 312,8,resource_type 2,severity_type 2
23767,event_type 54,feature 201,2,resource_type 2,severity_type 1
23768,event_type 14,feature 48,1,resource_type 8,severity_type 1
23769,event_type 14,feature 223,1,resource_type 2,severity_type 1
23770,event_type 22,feature 306,4,resource_type 2,severity_type 1
23771,event_type 11,feature 44,2,resource_type 2,severity_type 1
23772,event_type 18,feature 47,1,resource_type 10,severity_type 1
23773,event_type 43,feature 375,96,resource_type 2,severity_type 1
23774,event_type 34,feature 312,4,resource_type 2,severity_type 2
23775,event_type 13,feature 345,2,resource_type 8,severity_type 1
23776,event_type 34,feature 314,1,resource_type 2,severity_type 2
23777,event_type 35,feature 307,4,resource_type 2,severity_type 2
23778,event_type 11,feature 54,1,resource_type 7,severity_type 1
23779,event_type 34,feature 227,1,resource_type 2,severity_type 2
23780,event_type 11,feature 68,2,resource_type 4,severity_type 1
23781,event_type 34,feature 232,9,resource_type 2,severity_type 2
23782,event_type 34,feature 313,5,resource_type 2,severity_type 2
23783,event_type 35,feature 232,26,resource_type 2,severity_type 2
23784,event_type 27,feature 153,8,resource_type 8,severity_type 1
23785,event_type 20,feature 171,2,resource_type 5,severity_type 1
23786,event_type 35,feature 312,17,resource_type 2,severity_type 2
23787,event_type 15,feature 82,19,resource_type 8,severity_type 1
23788,event_type 42,feature 291,1,resource_type 2,severity_type 1
23789,event_type 26,feature 193,1,resource_type 8,severity_type 2
23790,event_type 35,feature 313,2,resource_type 2,severity_type 4
23791,event_type 20,feature 304,1,resource_type 7,severity_type 1
23792,event_type 15,feature 80,7,resource_type 1,severity_type 1
23793,event_type 54,feature 219,1,resource_type 2,severity_type 1
23794,event_type 15,feature 82,28,resource_type 2,severity_type 1
23795,event_type 11,feature 54,9,resource_type 6,severity_type 1
23796,event_type 15,feature 193,3,resource_type 8,severity_type 1
23797,event_type 7,feature 8,3,resource_type 1,severity_type 1
23798,event_type 15,feature 71,2,resource_type 8,severity_type 1
23799,event_type 15,feature 80,2,resource_type 8,severity_type 1
23800,event_type 11,feature 273,1,resource_type 6,severity_type 1
23801,event_type 35,feature 232,1,resource_type 2,severity_type 2
23802,event_type 44,feature 283,1,resource_type 2,severity_type 1
23803,event_type 22,feature 345,1,resource_type 8,severity_type 1
23804,event_type 20,feature 306,4,resource_type 7,severity_type 1
23805,event_type 11,feature 68,3,resource_type 6,severity_type 1
23806,event_type 13,feature 273,1,resource_type 8,severity_type 1
23807,event_type 13,feature 170,2,resource_type 8,severity_type 1
23808,event_type 11,feature 203,6,resource_type 8,severity_type 1
23809,event_type 13,feature 170,3,resource_type 6,severity_type 1
23810,event_type 20,feature 134,1,resource_type 1,severity_type 1
23811,event_type 34,feature 312,1,resource_type 2,severity_type 2
23812,event_type 20,feature 219,1,resource_type 2,severity_type 1
23813,event_type 36,feature 117,1,resource_type 2,severity_type 1
23814,event_type 22,feature 75,7,resource_type 7,severity_type 2
23815,event_type 11,feature 193,1,resource_type 8,severity_type 1
23816,event_type 20,feature 306,1,resource_type 4,severity_type 1
23817,event_type 35,feature 312,12,resource_type 2,severity_type 2
23818,event_type 20,feature 307,1,resource_type 2,severity_type 1
23819,event_type 14,feature 163,2,resource_type 8,severity_type 1
23820,event_type 11,feature 55,3,resource_type 8,severity_type 1
23821,event_type 34,feature 313,9,resource_type 2,severity_type 2
23822,event_type 11,feature 134,1,resource_type 2,severity_type 1
23823,event_type 34,feature 307,5,resource_type 2,severity_type 2
23824,event_type 11,feature 68,4,resource_type 8,severity_type 1
23825,event_type 13,feature 54,1,resource_type 7,severity_type 1
23826,event_type 23,feature 306,1,resource_type 7,severity_type 1
23827,event_type 34,feature 313,12,resource_type 2,severity_type 2
23828,event_type 15,feature 193,1,resource_type 8,severity_type 1
23829,event_type 20,feature 70,2,resource_type 8,severity_type 1
23830,event_type 35,feature 221,1,resource_type 2,severity_type 1
23831,event_type 54,feature 223,3,resource_type 7,severity_type 1
23832,event_type 35,feature 353,1,resource_type 8,severity_type 2
23833,event_type 35,feature 235,3,resource_type 2,severity_type 2
23834,event_type 35,feature 235,3,resource_type 2,severity_type 2
23835,event_type 11,feature 171,1,resource_type 8,severity_type 1
23836,event_type 44,feature 368,44,resource_type 2,severity_type 1
23837,event_type 15,feature 201,1,resource_type 8,severity_type 1
23838,event_type 54,feature 203,6,resource_type 8,severity_type 1
23839,event_type 14,feature 305,1,resource_type 8,severity_type 1
23840,event_type 35,feature 235,5,resource_type 2,severity_type 2
23841,event_type 14,feature 146,1,resource_type 6,severity_type 1
23842,event_type 20,feature 219,1,resource_type 6,severity_type 1
23843,event_type 15,feature 203,3,resource_type 8,severity_type 1
23844,event_type 35,feature 313,1,resource_type 2,severity_type 2
23845,event_type 40,feature 219,2,resource_type 7,severity_type 1
23846,event_type 34,feature 234,42,resource_type 2,severity_type 2
23847,event_type 35,feature 235,6,resource_type 2,severity_type 2
23848,event_type 11,feature 75,4,resource_type 8,severity_type 2
23849,event_type 11,feature 193,2,resource_type 8,severity_type 1
23850,event_type 7,feature 172,3,resource_type 8,severity_type 1
23851,event_type 44,feature 376,21,resource_type 2,severity_type 1
23852,event_type 18,feature 68,1,resource_type 8,severity_type 1
23853,event_type 20,feature 312,1,resource_type 2,severity_type 1
23854,event_type 15,feature 193,2,resource_type 8,severity_type 2
23855,event_type 35,feature 308,6,resource_type 2,severity_type 2
23856,event_type 11,feature 203,1,resource_type 8,severity_type 1
23857,event_type 44,feature 368,6,resource_type 2,severity_type 1
23858,event_type 35,feature 315,6,resource_type 2,severity_type 2
23859,event_type 35,feature 221,1,resource_type 2,severity_type 1
23860,event_type 11,feature 56,251,resource_type 8,severity_type 1
23861,event_type 11,feature 179,90,resource_type 6,severity_type 1
23862,event_type 22,feature 303,1,resource_type 2,severity_type 1
23863,event_type 11,feature 160,1,resource_type 8,severity_type 2
23864,event_type 54,feature 362,1,resource_type 8,severity_type 1
23865,event_type 50,feature 285,14,resource_type 2,severity_type 1
23866,event_type 20,feature 219,1,resource_type 2,severity_type 1
23867,event_type 11,feature 71,14,resource_type 8,severity_type 1
23868,event_type 20,feature 232,4,resource_type 2,severity_type 1
23869,event_type 11,feature 73,11,resource_type 8,severity_type 1
23870,event_type 11,feature 345,1,resource_type 6,severity_type 1
23871,event_type 18,feature 273,2,resource_type 8,severity_type 1
23872,event_type 50,feature 370,1,resource_type 2,severity_type 1
23873,event_type 39,feature 39,2,resource_type 5,severity_type 1
23874,event_type 20,feature 134,2,resource_type 2,severity_type 1
23875,event_type 35,feature 313,4,resource_type 2,severity_type 2
23876,event_type 34,feature 315,13,resource_type 2,severity_type 2
23877,event_type 23,feature 306,2,resource_type 8,severity_type 2
23878,event_type 34,feature 233,16,resource_type 2,severity_type 2
23879,event_type 34,feature 312,7,resource_type 2,severity_type 2
23880,event_type 23,feature 223,1,resource_type 7,severity_type 4
23881,event_type 34,feature 312,1,resource_type 2,severity_type 2
23882,event_type 11,feature 71,6,resource_type 2,severity_type 1
23883,event_type 34,feature 232,72,resource_type 2,severity_type 2
23884,event_type 35,feature 233,1,resource_type 2,severity_type 1
23885,event_type 11,feature 273,4,resource_type 6,severity_type 1
23886,event_type 32,feature 280,3,resource_type 8,severity_type 1
23887,event_type 47,feature 220,1,resource_type 2,severity_type 1
23888,event_type 35,feature 233,6,resource_type 2,severity_type 2
23889,event_type 50,feature 134,1,resource_type 2,severity_type 1
23890,event_type 11,feature 193,1,resource_type 8,severity_type 1
23891,event_type 11,feature 27,2,resource_type 7,severity_type 2
23892,event_type 20,feature 312,1,resource_type 2,severity_type 1
23893,event_type 14,feature 68,3,resource_type 8,severity_type 2
23894,event_type 42,feature 291,1,resource_type 2,severity_type 1
23895,event_type 43,feature 291,41,resource_type 2,severity_type 1
23896,event_type 34,feature 233,18,resource_type 2,severity_type 2
23897,event_type 34,feature 227,1,resource_type 8,severity_type 1
23898,event_type 35,feature 313,4,resource_type 2,severity_type 2
23899,event_type 35,feature 314,1,resource_type 2,severity_type 2
23900,event_type 13,feature 68,1,resource_type 8,severity_type 1
23901,event_type 20,feature 47,3,resource_type 7,severity_type 1
23902,event_type 34,feature 232,1,resource_type 2,severity_type 2
23903,event_type 11,feature 8,2,resource_type 1,severity_type 1
23904,event_type 11,feature 195,2,resource_type 8,severity_type 2
23905,event_type 11,feature 161,1,resource_type 8,severity_type 1
23906,event_type 11,feature 135,1,resource_type 8,severity_type 1
23907,event_type 13,feature 273,1,resource_type 8,severity_type 1
23908,event_type 11,feature 195,2,resource_type 8,severity_type 1
23909,event_type 15,feature 82,24,resource_type 8,severity_type 1
23910,event_type 35,feature 233,8,resource_type 2,severity_type 2
23911,event_type 13,feature 170,1,resource_type 6,severity_type 1
23912,event_type 11,feature 75,11,resource_type 8,severity_type 2
23913,event_type 15,feature 80,2,resource_type 8,severity_type 2
23914,event_type 22,feature 223,1,resource_type 8,severity_type 2
23915,event_type 23,feature 75,1,resource_type 8,severity_type 1
23916,event_type 34,feature 312,1,resource_type 2,severity_type 2
23917,event_type 35,feature 232,5,resource_type 8,severity_type 1
23918,event_type 11,feature 134,1,resource_type 2,severity_type 1
23919,event_type 20,feature 47,1,resource_type 4,severity_type 1
23920,event_type 34,feature 307,1,resource_type 2,severity_type 2
23921,event_type 14,feature 163,4,resource_type 4,severity_type 1
23922,event_type 34,feature 232,18,resource_type 2,severity_type 2
23923,event_type 34,feature 315,4,resource_type 2,severity_type 2
23924,event_type 18,feature 273,2,resource_type 6,severity_type 1
23925,event_type 15,feature 82,10,resource_type 8,severity_type 2
23926,event_type 34,feature 232,3,resource_type 2,severity_type 2
23927,event_type 35,feature 232,4,resource_type 2,severity_type 1
23928,event_type 11,feature 191,6,resource_type 8,severity_type 1
23929,event_type 35,feature 234,1,resource_type 8,severity_type 1
23930,event_type 34,feature 314,67,resource_type 2,severity_type 2
23931,event_type 34,feature 232,5,resource_type 2,severity_type 2
23932,event_type 34,feature 233,1,resource_type 2,severity_type 2
23933,event_type 54,feature 80,2,resource_type 8,severity_type 1
23934,event_type 35,feature 234,2,resource_type 2,severity_type 2
23935,event_type 5,feature 8,1,resource_type 8,severity_type 1
23936,event_type 20,feature 176,1,resource_type 8,severity_type 1
23937,event_type 35,feature 308,1,resource_type 2,severity_type 2
23938,event_type 11,feature 71,2,resource_type 8,severity_type 1
23939,event_type 35,feature 231,2,resource_type 2,severity_type 2
23940,event_type 35,feature 310,3,resource_type 2,severity_type 2
23941,event_type 35,feature 229,2,resource_type 2,severity_type 2
23942,event_type 35,feature 313,2,resource_type 2,severity_type 2
23943,event_type 14,feature 345,1,resource_type 7,severity_type 1
23944,event_type 35,feature 227,2,resource_type 2,severity_type 2
23945,event_type 34,feature 227,1,resource_type 8,severity_type 1
23946,event_type 15,feature 82,34,resource_type 8,severity_type 1
23947,event_type 34,feature 312,10,resource_type 2,severity_type 2
23948,event_type 11,feature 80,1,resource_type 2,severity_type 1
23949,event_type 34,feature 312,9,resource_type 2,severity_type 2
23950,event_type 11,feature 203,14,resource_type 8,severity_type 1
23951,event_type 18,feature 345,3,resource_type 6,severity_type 1
23952,event_type 34,feature 235,3,resource_type 2,severity_type 2
23953,event_type 11,feature 203,1,resource_type 8,severity_type 1
23954,event_type 35,feature 232,1,resource_type 8,severity_type 1
23955,event_type 32,feature 58,1,resource_type 2,severity_type 1
23956,event_type 10,feature 152,5,resource_type 9,severity_type 1
23957,event_type 20,feature 303,1,resource_type 2,severity_type 1
23958,event_type 22,feature 306,2,resource_type 7,severity_type 2
23959,event_type 44,feature 376,1,resource_type 2,severity_type 1
23960,event_type 11,feature 314,16,resource_type 8,severity_type 1
23961,event_type 23,feature 54,1,resource_type 8,severity_type 1
23962,event_type 15,feature 203,7,resource_type 8,severity_type 1
23963,event_type 15,feature 80,2,resource_type 8,severity_type 1
23964,event_type 11,feature 170,3,resource_type 8,severity_type 1
23965,event_type 15,feature 80,1,resource_type 8,severity_type 2
23966,event_type 20,feature 54,1,resource_type 2,severity_type 1
23967,event_type 34,feature 227,1,resource_type 2,severity_type 2
23968,event_type 20,feature 201,2,resource_type 2,severity_type 1
23969,event_type 15,feature 193,2,resource_type 8,severity_type 1
23970,event_type 15,feature 71,1,resource_type 8,severity_type 1
23971,event_type 15,feature 71,3,resource_type 8,severity_type 1
23972,event_type 35,feature 227,1,resource_type 2,severity_type 2
23973,event_type 35,feature 313,1,resource_type 2,severity_type 2
23974,event_type 42,feature 283,1,resource_type 2,severity_type 1
23975,event_type 35,feature 309,24,resource_type 2,severity_type 2
23976,event_type 34,feature 236,3,resource_type 8,severity_type 1
23977,event_type 35,feature 227,2,resource_type 2,severity_type 2
23978,event_type 35,feature 232,151,resource_type 2,severity_type 2
23979,event_type 11,feature 105,239,resource_type 8,severity_type 1
23980,event_type 11,feature 203,10,resource_type 8,severity_type 1
23981,event_type 15,feature 82,35,resource_type 2,severity_type 1
23982,event_type 20,feature 170,22,resource_type 8,severity_type 1
23983,event_type 34,feature 221,1,resource_type 2,severity_type 2
23984,event_type 11,feature 312,1,resource_type 2,severity_type 2
23985,event_type 35,feature 232,2,resource_type 2,severity_type 2
23986,event_type 14,feature 68,1,resource_type 4,severity_type 1
23987,event_type 11,feature 196,1,resource_type 8,severity_type 1
23988,event_type 35,feature 307,5,resource_type 2,severity_type 2
23989,event_type 35,feature 181,1,resource_type 8,severity_type 2
23990,event_type 14,feature 68,11,resource_type 4,severity_type 1
23991,event_type 34,feature 308,3,resource_type 2,severity_type 2
23992,event_type 34,feature 314,52,resource_type 2,severity_type 2
23993,event_type 35,feature 312,1,resource_type 2,severity_type 2
23994,event_type 35,feature 219,1,resource_type 2,severity_type 1
23995,event_type 34,feature 219,2,resource_type 2,severity_type 1
23996,event_type 42,feature 368,39,resource_type 2,severity_type 1
23997,event_type 34,feature 312,1,resource_type 2,severity_type 2
23998,event_type 23,feature 223,2,resource_type 8,severity_type 1
23999,event_type 34,feature 307,2,resource_type 2,severity_type 2
24000,event_type 35,feature 307,1,resource_type 2,severity_type 4
24001,event_type 43,feature 376,1,resource_type 2,severity_type 1
24002,event_type 35,feature 312,2,resource_type 8,severity_type 1
24003,event_type 35,feature 227,1,resource_type 8,severity_type 2
24004,event_type 11,feature 74,1,resource_type 2,severity_type 1
24005,event_type 15,feature 203,5,resource_type 8,severity_type 2
24006,event_type 11,feature 80,2,resource_type 8,severity_type 1
24007,event_type 40,feature 134,2,resource_type 8,severity_type 1
24008,event_type 34,feature 314,72,resource_type 2,severity_type 2
24009,event_type 15,feature 172,7,resource_type 8,severity_type 1
24010,event_type 11,feature 55,3,resource_type 3,severity_type 1
24011,event_type 35,feature 230,1,resource_type 2,severity_type 2
24012,event_type 11,feature 193,1,resource_type 8,severity_type 1
24013,event_type 24,feature 239,1,resource_type 2,severity_type 1
24014,event_type 20,feature 134,1,resource_type 2,severity_type 1
24015,event_type 47,feature 371,1,resource_type 2,severity_type 1
24016,event_type 14,feature 304,3,resource_type 6,severity_type 1
24017,event_type 19,feature 171,1,resource_type 5,severity_type 1
24018,event_type 11,feature 170,1,resource_type 8,severity_type 1
24019,event_type 34,feature 312,1,resource_type 2,severity_type 2
24020,event_type 15,feature 71,1,resource_type 8,severity_type 2
24021,event_type 35,feature 307,1,resource_type 2,severity_type 2
24022,event_type 42,feature 291,8,resource_type 2,severity_type 1
24023,event_type 35,feature 227,9,resource_type 2,severity_type 2
24024,event_type 20,feature 193,10,resource_type 8,severity_type 1
24025,event_type 35,feature 134,2,resource_type 8,severity_type 1
24026,event_type 14,feature 47,1,resource_type 8,severity_type 1
24027,event_type 11,feature 54,3,resource_type 8,severity_type 1
24028,event_type 11,feature 56,2,resource_type 2,severity_type 1
24029,event_type 11,feature 170,2,resource_type 8,severity_type 1
24030,event_type 11,feature 55,2,resource_type 2,severity_type 1
24031,event_type 47,feature 219,1,resource_type 2,severity_type 1
24032,event_type 11,feature 134,1,resource_type 2,severity_type 1
24033,event_type 23,feature 75,2,resource_type 8,severity_type 1
24034,event_type 10,feature 240,2,resource_type 8,severity_type 1
24035,event_type 15,feature 105,239,resource_type 8,severity_type 1
24036,event_type 15,feature 203,2,resource_type 8,severity_type 2
24037,event_type 14,feature 68,1,resource_type 4,severity_type 2
24038,event_type 54,feature 74,2,resource_type 8,severity_type 1
24039,event_type 11,feature 29,2,resource_type 8,severity_type 1
24040,event_type 35,feature 313,11,resource_type 2,severity_type 2
24041,event_type 21,feature 171,8,resource_type 2,severity_type 1
24042,event_type 15,feature 193,9,resource_type 8,severity_type 1
24043,event_type 35,feature 232,29,resource_type 2,severity_type 2
24044,event_type 34,feature 315,1,resource_type 2,severity_type 2
24045,event_type 11,feature 207,1,resource_type 8,severity_type 1
24046,event_type 35,feature 312,2,resource_type 2,severity_type 4
24047,event_type 34,feature 310,2,resource_type 2,severity_type 2
24048,event_type 54,feature 82,5,resource_type 8,severity_type 1
24049,event_type 35,feature 232,19,resource_type 2,severity_type 2
24050,event_type 23,feature 273,2,resource_type 7,severity_type 1
24051,event_type 34,feature 229,1,resource_type 2,severity_type 2
24052,event_type 15,feature 203,16,resource_type 8,severity_type 2
24053,event_type 11,feature 191,1,resource_type 8,severity_type 2
24054,event_type 34,feature 313,7,resource_type 2,severity_type 2
24055,event_type 34,feature 312,22,resource_type 2,severity_type 2
24056,event_type 35,feature 234,3,resource_type 2,severity_type 2
24057,event_type 34,feature 307,1,resource_type 2,severity_type 2
24058,event_type 35,feature 232,5,resource_type 2,severity_type 2
24059,event_type 6,feature 306,1,resource_type 4,severity_type 1
24060,event_type 29,feature 38,3,resource_type 9,severity_type 1
24061,event_type 20,feature 134,1,resource_type 2,severity_type 1
24062,event_type 11,feature 160,3,resource_type 2,severity_type 1
24063,event_type 34,feature 312,10,resource_type 2,severity_type 1
24064,event_type 11,feature 240,2,resource_type 9,severity_type 1
24065,event_type 34,feature 232,33,resource_type 2,severity_type 2
24066,event_type 35,feature 232,1,resource_type 2,severity_type 2
24067,event_type 27,feature 99,1,resource_type 3,severity_type 1
24068,event_type 32,feature 170,3,resource_type 8,severity_type 1
24069,event_type 20,feature 380,1,resource_type 5,severity_type 1
24070,event_type 11,feature 201,1,resource_type 2,severity_type 1
24071,event_type 34,feature 235,5,resource_type 2,severity_type 2
24072,event_type 35,feature 232,34,resource_type 2,severity_type 2
24073,event_type 45,feature 376,31,resource_type 2,severity_type 1
24074,event_type 35,feature 227,1,resource_type 2,severity_type 2
24075,event_type 35,feature 312,3,resource_type 2,severity_type 2
24076,event_type 22,feature 345,2,resource_type 8,severity_type 1
24077,event_type 14,feature 170,9,resource_type 6,severity_type 1
24078,event_type 11,feature 195,6,resource_type 8,severity_type 1
24079,event_type 20,feature 75,6,resource_type 2,severity_type 1
24080,event_type 35,feature 219,1,resource_type 2,severity_type 1
24081,event_type 22,feature 54,1,resource_type 7,severity_type 1
24082,event_type 11,feature 73,4,resource_type 8,severity_type 1
24083,event_type 20,feature 313,1,resource_type 2,severity_type 1
24084,event_type 14,feature 162,1,resource_type 8,severity_type 2
24085,event_type 34,feature 312,49,resource_type 2,severity_type 1
24086,event_type 34,feature 235,2,resource_type 2,severity_type 2
24087,event_type 15,feature 193,2,resource_type 8,severity_type 2
24088,event_type 11,feature 54,3,resource_type 8,severity_type 1
24089,event_type 34,feature 309,7,resource_type 2,severity_type 2
